Politician,Information,Link,Picture
Frank A. LoBiondo,"Frank Alo LoBiondo (: born May 12, 1946) is an American businessman and politician who served as the U.S. representative for New Jersey's 2nd congressional district from 1995 to 2019. He is a member of the Republican Party. He represented all of Atlantic, Cape May, Cumberland and Salem Counties and parts of Camden, Gloucester, Burlington, and Ocean Counties.
In November 2017, LoBiondo announced that he would retire from Congress at the end of his term, and did not seek re-election in 2018.

",https://en.wikipedia.org/wiki/Frank_LoBiondo,https://upload.wikimedia.org/wikipedia/commons/a/ae/Frank_LoBiondo%2C_Official_Portrait%2C_c112th_Congress.jpg
Dean Heller,"Dean Arthur Heller (born May 10, 1960) is an American businessman and politician who served as a United States senator representing Nevada from 2011 to 2019. A member of the Republican Party, he served as the 15th secretary of state of Nevada from 1995 to 2007 and U.S. representative for Nevada's 2nd congressional district from 2007 to 2011. He was appointed to the U.S. Senate by Governor Brian Sandoval and elected to a full term in the 2012 election. Heller unsuccessfully ran for a second term in 2018, losing to Democrat Jacky Rosen. He was an unsuccessful candidate for governor of Nevada in 2022, and is currently the last Republican to win a Nevada U.S. Senate seat.",https://en.wikipedia.org/wiki/Dean_Heller,https://upload.wikimedia.org/wikipedia/commons/a/a6/Brett_Kavanaugh_and_Dean_Heller.jpg
Mark Meadows,"Mark Randall Meadows (born July 28, 1959) is an American politician who served as the 29th White House chief of staff from 2020 to 2021 under the Trump administration. A member of the Republican Party, he also served as the U.S. representative for North Carolina's 11th congressional district from 2013 to 2020. During his legislative tenure, Meadows chaired the Freedom Caucus from 2017 to 2019. He was considered one of Donald Trump's closest allies in the House of Representatives before his appointment as chief of staff.
A Tea Party Republican, Meadows was a founding member of the Freedom Caucus. During his time in Congress, he was one of the most conservative Republican lawmakers and played an important part of the United States federal government shutdown of 2013. He also sought to remove John Boehner as Speaker of the House of Representatives.
Meadows resigned from Congress on March 31, 2020, to become White House chief of staff. As chief of staff, he played an influential role in the Trump administration's response to the COVID-19 pandemic. He pressured the Food and Drug Administration to adopt less strict guidelines for COVID-19 vaccine trials, and admonished the White House's own infectious disease experts for not ""staying on message"" with Trump's rhetoric. In October 2020, Meadows said it was futile to try ""to control the pandemic"", emphasizing instead a plan to contain it with vaccines and therapeutics. As the virus spread among White House staff in the fall of 2020, he reportedly sought to conceal the cases, including his own. After the 2020 presidential election, Meadows participated in Trump's effort to overturn the election results and remain in power.
On December 14, 2021, Meadows was held in criminal contempt of Congress for refusing to cooperate with the January 6 Select Committee. He is the first White House chief of staff since the Watergate scandal and first former member of Congress to have been held in contempt of Congress. The contempt charge was referred to the Justice Department, which declined to prosecute him.
On October 26, 2022, a South Carolina circuit judge ordered Meadows to testify before a Georgia grand jury investigating Republican efforts to reverse the 2020 presidential election results in Georgia. The grand jury was empaneled by Fulton County District Attorney Fani Willis, who said the inquiry is examining ""the multistate, coordinated efforts to influence the results of the November 2020 election in Georgia and elsewhere.""
On August 14, 2023, he was indicted along with 18 other people in the prosecution related to the 2020 election in Georgia; Meadows is the second White House Chief of Staff to face criminal charges, after H. R. Haldeman.
On April 24, 2024, Meadows was indicted by an Arizona grand jury on felony charges along with several others related to their alleged efforts to subvert Joe Biden’s 2020 victory in the state, according to an announcement by the state attorney general. Others indicted on the same charges include Rudy Giuliani, Jenna Ellis, John Eastman, Christina Bobb, top campaign adviser Boris Epshteyn, and former campaign aide Mike Roman. ""They are accused of allegedly aiding an unsuccessful strategy to award the state’s electoral votes to Trump instead of Biden after the 2020 election. Also charged are the Republicans who signed paperwork on Dec. 14, 2020, that falsely purported Trump was the rightful winner, including former state party chair Kelli Ward, state Sens. Jake Hoffman and Anthony Kern, and Tyler Bowyer, a GOP national committeeman and chief operating officer of Turning Point Action, the campaign arm of the pro-Trump conservative group Turning Point USA.""",https://en.wikipedia.org/wiki/Mark_Meadows,https://upload.wikimedia.org/wikipedia/commons/8/80/Donald_Trump_and_Mark_Meadows_on_Air_Force_One.jpg
Carlos Curbelo,"Carlos Luis Curbelo (born March 1, 1980) is an American politician who served as the U.S. representative for Florida's 26th congressional district from 2015 to 2019. In 2018, he was narrowly defeated for re-election by Democrat Debbie Mucarsel-Powell. He is a member of the Republican Party. Prior to his election to the U.S. House, he served on the Dade County School Board.",https://en.wikipedia.org/wiki/Carlos_Curbelo,https://upload.wikimedia.org/wikipedia/commons/9/9d/Carlos_Curbelo_and_Danny_Lopez_blog_the_debate_%282100723430%29.jpg
Barbara Comstock,"Barbara Jean Comstock (née Burns; born June 30, 1959) is an American attorney and politician who served as the U.S. representative for Virginia's 10th congressional district from 2015 to 2019. A member of the Republican Party, she was a member of the Virginia House of Delegates from 2010 to 2014.
Comstock first won election to her seat in the House of Delegates in 2009. In 2014, she was elected to succeed retiring Republican incumbent Frank Wolf in Congress. Comstock has worked in numerous positions for various government agencies, including as chief counsel of the House Government Reform and Oversight Committee, as director of public affairs at the Department of Justice and as a congressional staffer. In 2019, she joined the lobbying firm Baker Donelson as a senior advisor.",https://en.wikipedia.org/wiki/Barbara_Comstock,https://upload.wikimedia.org/wikipedia/commons/1/11/Barbara_Comstock_official_photo%2C_114th_Congress.jpg
Stephen Knight,"Stephen Thomas Knight (born December 17, 1966) is an American politician, military veteran and former police officer. A member of the Republican Party, he served as the U.S. representative for California's 25th congressional district from 2015 to 2019. Knight previously represented California's 21st State Senate district from 2012 to 2015 and California's 36th State Assembly district from 2008 through 2012; he also served as Assistant Minority Leader in the California State Assembly from 2010 until 2012.
Knight served in the U.S. Army from 1985 to 1993 and 18 years with the Los Angeles Police Department (LAPD). He was first elected to the Palmdale City Council in 2005. He lost his reelection bid in 2018 to Democrat Katie Hill. After Hill resigned the following year, he ran in the 2020 special election to complete her term, as well as the concurrent election for the next term, but he did not advance past the primary in either election.

",https://en.wikipedia.org/wiki/Steve_Knight_(politician),https://upload.wikimedia.org/wikipedia/commons/0/0d/Steve_Knight_-_LA_County_Sheriff_Dept.jpg
Martha Roby,"Martha Kehres Roby ( ROH-bee; née Dubina; born July 26, 1976) is an American lawyer and politician who served as the U.S. representative for Alabama's 2nd congressional district from 2011 to 2021. A member of the Republican Party, she defeated the incumbent Democratic U.S. Representative Bobby Bright in 2010. That year, Roby and Terri Sewell became the first women elected to Congress from Alabama in regular elections. On July 26, 2019, Roby announced she would retire from Congress at the end of her fifth term, which ended in 2021.",https://en.wikipedia.org/wiki/Martha_Roby,https://upload.wikimedia.org/wikipedia/commons/c/c0/Afghanistan_-_Duckworth_-_May_24_2013.jpg
Jackie Speier,"Karen Lorraine Jacqueline Speier ( SPEAR; born May 14, 1950) is an American lawyer and politician who served as the U.S. representative for California's 14th congressional district, serving in Congress from 2008 to 2023. A member of the Democratic Party, Speier represented much of the territory that her political mentor, Leo Ryan, represented.
In 1978, while working as his aide, Speier survived five gunshot wounds when Ryan was assassinated during the Jonestown massacre. Speier served as a member of the California State Senate, representing parts of San Francisco and San Mateo counties. On April 8, 2008, she won the special election for the vacated United States House of Representatives seat of the late Congressman Tom Lantos. In 2021, she announced that she would not seek reelection in the 2022 midterm elections. She was elected as a member of the San Mateo County Board of Supervisors in 2024.",https://en.wikipedia.org/wiki/Jackie_Speier,https://upload.wikimedia.org/wikipedia/commons/0/0a/Jackie_Speier_11_2005.jpg
Derek Kilmer,"Derek Christian Kilmer (born January 1, 1974) is an American politician who served as the U.S. representative for Washington's 6th congressional district from 2013 to 2025. A member of the Democratic Party, he served as a member of the Washington House of Representatives from 2005 to 2007 and the Washington State Senate from 2007 to 2012.
In March 2012, Kilmer announced he was running to succeed Norm Dicks to represent Washington's 6th congressional district. On November 6, he won the general election to become the district's representative.
On November 9, 2023, Kilmer announced that he would not be seeking re-election in 2024.",https://en.wikipedia.org/wiki/Derek_Kilmer,https://upload.wikimedia.org/wikipedia/commons/e/e8/Derek_Kilmer_113th_Congress.jpg
Kevin Yoder,"Kevin Wayne Yoder (born January 8, 1976) is an American lawyer and politician who served as a member of the United States House of Representatives for Kansas's 3rd congressional district from 2011 to 2019. A Republican, Yoder was the Kansas State Representative for the 20th district from 2003 to 2011. In his 2018 reelection bid, he was defeated by Democrat Sharice Davids by a nine percent margin.",https://en.wikipedia.org/wiki/Kevin_Yoder,https://upload.wikimedia.org/wikipedia/commons/9/99/Kevin_Yoder%2C_115th_official_photo.jpg
Stephanie N. Murphy,"Stephanie Murphy (born Đặng Thị Ngọc Dung; September 16, 1978) is an American politician who served as the U.S. representative for Florida's 7th congressional district from 2017 to 2023. A member of the Democratic Party, she defeated incumbent Republican John Mica in 2016. Her district included much of downtown and northern Orlando, as well as all of Winter Park, Maitland, Sanford, and Altamonte Springs.
Murphy was born in 1978 in Ho Chi Minh City, Vietnam, before leaving the country with her family in 1979. After growing up in Northern Virginia, Murphy attended the College of William & Mary and Georgetown University. Before her election to Congress, she worked as a national security specialist at the United States Department of Defense, an executive at Sungate Capital, and a business professor at Rollins College.
Murphy became the first Vietnamese-American woman, first Vietnamese-American Democrat, and the second Vietnamese-American overall (after South Vietnam-born Republican Joseph Cao of Louisiana) to be elected to Congress.
On December 20, 2021, Murphy announced that she would not run for reelection to a fourth term in 2022.",https://en.wikipedia.org/wiki/Stephanie_Murphy,https://upload.wikimedia.org/wikipedia/commons/c/c7/Stephanie_Murphy_official_photo.jpg
Thad Cochran,"William Thad Cochran ( KOK-rən; December 7, 1937 – May 30, 2019) was an American attorney and politician who served as a United States senator for Mississippi from 1978 to 2018. A Republican, he previously served in the U.S. House of Representatives from 1973 to 1978.
Born in Pontotoc, Mississippi, Cochran graduated from the University of Mississippi.  He served in the United States Navy as an ensign (1959–1961) before graduating from the University of Mississippi School of Law.  After practicing law for several years in Jackson, Mississippi, he was elected to the U.S. House of Representatives in 1972. He served three terms in the House representing Jackson and portions of southwest Mississippi.
Cochran won a three-way race for U.S. Senate in 1978, becoming the first Republican to win a United States Senate election in Mississippi since Blanche Bruce was elected during Reconstruction.  He was re-elected to six terms by wide margins. He was chairman of the Senate Appropriations Committee from 2005 to 2007 and again from 2015 to 2018.  He also chaired the Senate Agriculture Committee from 2003 to 2005.  With over 45 years of combined House and Senate service, Cochran is the second longest-serving member of Congress ever from Mississippi, only after former Democratic U.S. Representative Jamie L. Whitten.
Cochran resigned from the Senate due to health issues in April 2018. Cochran died on May 30, 2019 in Oxford, Mississippi.",https://en.wikipedia.org/wiki/Thad_Cochran,https://upload.wikimedia.org/wikipedia/commons/f/f3/CochranThad%28R-MS%29.jpg
Louise McIntosh Slaughter,"Dorothy Louise Slaughter (née McIntosh, August 14, 1929 – March 16, 2018) was an American politician elected to 16 terms as a United States representative from New York, serving from 1987 until her death in 2018. 
Slaughter was born in Lynch, Kentucky. She studied microbiology and public health at the University of Kentucky, earning both a bachelor's degree and a master's degree. After moving to New York and becoming involved in politics as a member of the Democratic Party, she was elected to a seat in the New York State Assembly in 1982 and to the U.S. House of Representatives in 1986. Slaughter represented Rochester and most of surrounding Monroe County; she represented the 30th district from 1987 to 1993, the 28th district from 1993 to 2013, and the 25th district from 2013 until her death.
Slaughter served as chair of the House Rules Committee from 2007 until 2011; she was also the ranking minority member of the Committee from 2005 to 2007, and from 2011 until her death. Slaughter was the lead House sponsor of the Genetic Information Nondiscrimination Act, which became law in 2008. Along with Senator Joe Biden she co-sponsored the Violence Against Women Act. At the time of her death, Slaughter was the oldest sitting member of Congress and the last sitting member born in the 1920s.",https://en.wikipedia.org/wiki/Louise_Slaughter,https://upload.wikimedia.org/wikipedia/commons/3/3b/Louise_Slaughter%2C_James_Reilly%2C_Richard_Rose_at_Image_Permanence_Institute%2C_RIT_NandE_Vol19Num10_1988_Jan21_Complete.jpg
Jeff Flake,"Jeffry Lane Flake (born December 31, 1962) is an American politician and diplomat who served in the United States House of Representatives from 2001 to 2013 and in the United States Senate from 2013 to 2019, representing Arizona. A member of the Republican Party, Flake later served as the United States ambassador to Turkey from 2022 to 2024 under President Joe Biden.
Born in Snowflake, Arizona, Flake attended Brigham Young University, from which he received his Bachelor of Arts degree in international relations, and later his Master of Arts degree in political science. In the early 1980s, he became a missionary for the Church of Jesus Christ of Latter-day Saints in South Africa, where he learned to speak Afrikaans. After returning to the United States, Flake served as executive director of the Goldwater Institute, before being elected as a Republican to the House of Representatives from Arizona's 1st congressional district in 2001. He served as the representative for the 1st district until renumbering following the 2000 census redefined the district to be Arizona's 6th congressional district, which he then represented until he entered the Senate in 2013.
Flake sought the Republican nomination for the 2012 Senate election after incumbent Jon Kyl announced his retirement. He defeated Democratic candidate and former United States Surgeon General Richard Carmona in the general election. Flake was one of the bipartisan ""Gang of Eight"" U.S. senators who pushed an immigration reform bill through the Senate in 2013. He is known as a vocal critic of President Donald Trump, but generally voted in line with Trump's positions. On October 24, 2017, Flake announced that he would not seek re-election in 2018.
Throughout his Senate career, Flake suffered from consistently low approval ratings. In April 2013, less than three months after taking office, he had 32% approval and 51% disapproval ratings. By mid-2017, he dropped to 18% approval and 62% disapproval ratings, but recovered slightly near the end of his term, with 30% approval and 51% disapproval ratings as of July 2018.
On January 29, 2019, Flake was hired by CBS as a contributor for CBS News. He was nominated by Democratic president Joe Biden as ambassador to Turkey and confirmed by the Senate for on October 26, 2021. He presented his credentials to Turkish president Recep Tayyip Erdoğan at the Presidential Complex of Turkey in Ankara on January 26, 2022.",https://en.wikipedia.org/wiki/Jeff_Flake,https://upload.wikimedia.org/wikipedia/commons/6/62/Jeff_Flake%2C_official_portrait%2C_113th_Congress.jpg
Michael F. Bennet,"Michael Farrand Bennet (born November 28, 1964) is an American attorney, businessman, and politician serving as the senior United States senator from Colorado, a seat he has held since 2009. A member of the Democratic Party, he was appointed to the seat when Senator Ken Salazar became Secretary of the Interior. Bennet previously worked as a managing director for the Anschutz Investment Company, chief of staff to Denver mayor (and his future Senate colleague) John Hickenlooper, and superintendent of Denver Public Schools.
Bennet is the son of Douglas J. Bennet, a former State Department official and president of Wesleyan University. Early in his career, Bennet worked for Ohio governor Richard Celeste. He received a Juris Doctor degree from Yale Law School, worked as a law clerk, and was counsel to the U.S. deputy attorney general during the administration of Bill Clinton.
Bennet served then-Mayor John Hickenlooper as his chief of staff from 2003 to 2005 and became superintendent of the Denver public school system in July 2005. Governor Bill Ritter appointed Bennet to fill the U.S. Senate seat vacated by Ken Salazar when Salazar became Secretary of the Interior in January 2009. Bennet was elected in the 2010 Senate election, defeating Republican nominee Ken Buck. He chaired the Democratic Senatorial Campaign Committee (DSCC) for the 2014 cycle and was reelected to the Senate in 2016 and 2022.
On May 2, 2019, Bennet announced his candidacy for the Democratic nomination for president of the United States. He dropped out of the race on February 11, 2020, after a poor showing in the New Hampshire primary.",https://en.wikipedia.org/wiki/Michael_Bennet,https://upload.wikimedia.org/wikipedia/commons/c/c9/2010_United_States_Senate_election_in_Colorado_results_map_by_county.svg
Linda T. Sánchez,"Linda Teresa Sánchez (born January 28, 1969) is an American politician and former labor lawyer serving as the U.S. representative for California's 38th congressional district since 2013. A member of the Democratic Party, she was first elected to Congress in 2002 in California's 39th congressional district. Sánchez serves on the Ways and Means Committee; she was the ranking member on the House Ethics Committee until 2017. In the 114th Congress, she chaired the Congressional Hispanic Caucus.
In 2016, Sánchez's colleagues elected her vice chair of the House Democratic Caucus for the 115th Congress, the fifth-ranking position in House Democratic leadership, thus becoming the first woman of color elected to a leadership position in the history of the U.S. Congress. She is the younger sister of former U.S. Representative Loretta Sanchez; to date, they are the only pair of sisters to have served in Congress.

",https://en.wikipedia.org/wiki/Linda_S%C3%A1nchez,https://upload.wikimedia.org/wikipedia/commons/5/52/Linda_Sanchez_Veterans.jpg
James A. Himes,"James Andrew Himes (born July 5, 1966) is an American businessman and politician serving as the U.S. representative for Connecticut's 4th congressional district since 2009. Himes is a member of the Democratic Party.
Himes's district includes most of the southwest corner of the state and is largely coextensive with the Connecticut side of the New York metropolitan area. It includes parts of Fairfield County and New Haven County, including the cities of Bridgeport, Norwalk, Fairfield and Stamford.
Himes is the ranking member of the House Permanent Select Committee on Intelligence, and a member of the House Financial Services Committee.
He previously chaired the United States House Select Committee on Economic Disparity and Fairness in Growth and the National Security, International Development and Monetary Policy Subcommittee of the House Financial Services Committee, and has been a member of the House Permanent Select Committee on Intelligence since 2013. In 2023, Himes became the Ranking Member on the House Permanent Select Committee on Intelligence. He also chaired the New Democrat Coalition in the 115th Congress (2017–2019).

",https://en.wikipedia.org/wiki/Jim_Himes,https://upload.wikimedia.org/wikipedia/commons/1/12/Jim_Himes_Official_Portrait%2C_117th_Congress.jpg
Marc A. Veasey,"Marc Allison Veasey (; born January 3, 1971) is an American politician serving as a Democratic member of the United States House of Representatives for Texas's 33rd congressional district. From 2005 to 2013, he was a member of the Texas House of Representatives, where he served as chair pro tempore of the House Democratic Caucus.",https://en.wikipedia.org/wiki/Marc_Veasey,https://upload.wikimedia.org/wikipedia/commons/5/59/Marc_Veasey%2C_Official_portrait%2C_113th_Congress.jpg
Raul Ruiz,"Raul Ruiz ( rah-OOL; born August 25, 1972) is a physician and politician serving as the U.S. representative for California's 25th congressional district. He is a member of the Democratic Party.
Born in Zacatecas City, Mexico, Ruiz grew up in Coachella, California. He was the first Latino to receive three graduate degrees from Harvard University, attending Harvard Medical School, the John F. Kennedy School of Government and Harvard School of Public Health. He worked as an emergency physician at the Eisenhower Medical Center in Rancho Mirage, California. He assisted humanitarian efforts in the aftermath of the 2010 Haiti earthquake. In what was considered a major upset, Ruiz defeated redistricted incumbent Republican U.S. Representative Mary Bono in the 2012 election with 52.9% of the vote. He was reelected in 2014 with 54.2% of the vote, after what was considered one of the most competitive congressional races in the country; in 2016 and 2018, he received about 60% of the vote.",https://en.wikipedia.org/wiki/Raul_Ruiz_(politician),https://upload.wikimedia.org/wikipedia/commons/6/6b/Raul_Ruiz%2C_official_portrait%2C_113th_congress.jpg
Neal P. Dunn,"Neal Patrick Dunn (born February 16, 1953) is an American surgeon and Republican Party politician serving as the U.S. representative for Florida's 2nd congressional district since 2017.",https://en.wikipedia.org/wiki/Neal_Dunn,https://upload.wikimedia.org/wikipedia/commons/7/77/Neal_Dunn_115th_Congress_photo.jpg
Patty Murray,"Patricia Lynn Murray (née Johns; born October 11, 1950) is an American politician serving in her sixth term as a United States senator from Washington, beginning her tenure in 1993, and is the state's senior senator. She also served as the president pro tempore of the United States Senate from 2023 to 2025. 
A member of the Democratic Party, Murray served in the Washington State Senate from 1989 to 1993. She was Washington's first female U.S. senator and is the first woman in American history to hold the position of president pro tempore. Murray is also the youngest senator to occupy the office of president pro tempore in more than five decades.
Born and raised in Bothell, Washington, Murray graduated from Washington State University with a degree in physical education. She worked as a pre-school teacher and, later, as a parenting teacher at Shoreline Community College. A long-time advocate for environmental and education issues, Murray was elected to serve on her local school board in King County.  She ran for the Washington State Senate in 1988, and defeated two-term incumbent Bill Kiskaddon. She served one term before launching a campaign for the United States Senate in 1992. She has been re-elected five times, most recently in 2022.
As a senator, Murray has been a part of party leadership since 2001, having served as chair of the Democratic Senatorial Campaign Committee, Democratic Conference secretary, and assistant Democratic leader. She currently chairs the Senate Appropriations Committee. Before assuming her current roles, Murray has previously chaired at various times, the Veterans' Affairs Committee, the Budget Committee, and the Health, Education, Labor and Pensions Committee. Murray garnered national attention in 2013, when she and Republican representative Paul Ryan announced that they had negotiated a two-year, bipartisan budget, known as the Bipartisan Budget Act of 2013. Murray is currently the third-most senior senator, the most senior Senate Democrat, the longest-serving female senator ever, and the dean of Washington's congressional delegation.",https://en.wikipedia.org/wiki/Patty_Murray,https://upload.wikimedia.org/wikipedia/commons/1/13/MURRAYROBERTS.jpg
Sam Farr,"Samuel Sharon Farr (born July 4, 1941) is an American politician who was the U.S. representative for California's 17th (1993–2013) and 20th congressional districts (2013–17). He is a member of the Democratic Party. He was elected to Congress in a 1993 special election when longtime Democratic Rep. Leon Panetta resigned to become Director of the Office of Management and Budget. On November 12, 2015, he announced his retirement from Congress after the 2016 elections.",https://en.wikipedia.org/wiki/Sam_Farr,https://upload.wikimedia.org/wikipedia/commons/b/bc/Congressman_Sam_Farr_and_Luci_Baines_Johnson.jpg
"Joe Manchin, III","Joseph Anthony Manchin III ( MAN-chin; born August 24, 1947) is an American politician and businessman who served as a United States senator from West Virginia from 2010 to 2025. He was West Virginia's only congressional Democrat until he registered as an independent in 2024. Manchin served from 2005 to 2010 as the 34th governor of West Virginia and from 2001 to 2005 as the 27th secretary of state of West Virginia. Before entering politics, he co-founded and was president of Enersystems, a coal brokerage company his family owns and operates.
Manchin won the 2004 West Virginia gubernatorial election by a large margin and was reelected by an even larger margin in 2008. He won the 2010 special election to fill the Senate seat vacated by incumbent Democrat Robert Byrd's death with 53.5% of the vote, and in 2012 was elected to a full term with 60.6% of the vote. Manchin won a second term in 2018 with 49.6% of the vote. In all his Senate elections, he drastically outperformed Democratic presidential nominees in the state. Manchin represented what was by a significant margin the most Republican-leaning constituency of any Democrat or independent in Congress during his tenure.
Manchin has called himself a ""centrist, moderate, conservative Democrat"" and was generally regarded as the Senate Democratic caucus' most centrist member. He opposed President Barack Obama's energy policies, including reductions and restrictions on coal mining; voted against cloture for the Don't Ask, Don't Tell Repeal Act of 2010 (not voting on the bill itself); supported President Donald Trump's border wall and immigration policies; and voted to confirm most of Trump's cabinet and judicial appointees, including Justices Neil Gorsuch and Brett Kavanaugh. On the other hand, Manchin voted against repeated attempts to repeal the Affordable Care Act, voted against the Tax Cuts and Jobs Act of 2017, voted to convict Trump in both of his impeachment trials, voted against Amy Coney Barrett's nomination to the Supreme Court, voted to confirm Ketanji Brown Jackson to the Supreme Court, and was a Senate sponsor of the Inflation Reduction Act. He is among the more non-interventionist members of the Democratic caucus, having repeatedly called for the withdrawal of American troops from Afghanistan and opposed most military interventions in Syria.
After the 2020 elections, Manchin became a key swing vote in the Senate, which was split 50–50 between Democrats and Republicans but controlled by Democrats because Vice President Kamala Harris was the tiebreaker. Since passing legislation with only Democratic support required Manchin's vote, he wielded a large influence in the 117th Congress. During the 118th Congress, he was considered a key swing vote in the Senate, alongside Kyrsten Sinema. In November 2023, Manchin announced he would not run for reelection to the Senate. In 2024, he left the Democratic Party to become an independent, and later announced that he would not run for any office, ending speculation that he would be a candidate in the 2024 United States presidential election.
As of 2025, Manchin remains the most recent official affiliated with the Democratic Party to hold statewide office in West Virginia.",https://en.wikipedia.org/wiki/Joe_Manchin,https://upload.wikimedia.org/wikipedia/commons/6/6a/Barack_Obama_and_Joe_Biden_speak_to_a_bipartisan_group_of_governors%2C_2010.jpg
Keith J. Rothfus,"Keith James Rothfus  (born April 25, 1962) is an American lawyer and politician who served as the U.S. representative for Pennsylvania's 12th congressional district from 2013 to 2019. He succeeded Democratic Representative Mark Critz, whom he defeated in the 2012 election. Prior to serving in Congress, he worked as an attorney. After new congressional district maps were released by the Pennsylvania Supreme Court in February 2018, Rothfus became a candidate in Pennsylvania's 17th congressional district, where he was defeated for re-election by the incumbent from the 18th district, Democrat Conor Lamb.",https://en.wikipedia.org/wiki/Keith_Rothfus,https://upload.wikimedia.org/wikipedia/commons/0/0f/Keith_Rothfus%2C_Official_Portrait%2C_113th_Congress.jpg
Charlie Crist,"Charles Joseph Crist Jr. ( KRIST; born July 24, 1956) is an American attorney and politician who served as the 44th governor of Florida from 2007 to 2011 and as the U.S. representative for Florida's 13th congressional district from 2017 to 2022. Crist has been a member of the Democratic Party since 2012; he was previously a Republican before becoming an independent in 2010.
Crist served in the Florida Senate from 1993 to 1999, vacating his seat to run unsuccessfully against incumbent Bob Graham for the U.S. Senate in 1998. He won a 2000 special election to serve as Florida education commissioner from 2001 to 2003 and a 2002 election to serve as Florida attorney general from 2003 to 2007. He was elected Governor of Florida in 2006 after winning against Democrat Jim Davis.
While he was governor, Crist again ran for the U.S. Senate in 2010. He initially led in polls in the race for the Republican nomination, but was later overtaken by Marco Rubio. In April of that year, he left the Republican Party to run in the general election as an independent, losing to Rubio in a three-way race. He took 30% of the vote to Rubio's 49% and Democratic nominee Kendrick Meek had 20%. Crist's term as governor ended in January 2011.
On December 7, 2012, Crist joined the Democratic Party, having endorsed President Barack Obama for reelection in 2012. On November 1, 2013, he announced that he was running for governor in the 2014 election. Crist lost to Republican governor Rick Scott, his successor, by a 1% margin. In 2016, Crist was elected to Congress from his home district, the St. Petersburg-based 13th, defeating incumbent Republican David Jolly, 52%–48% and becoming the first Democrat to represent this district since 1955. In the 117th Congress, Crist was the only former governor serving in the House.
Crist was the Democratic nominee in the 2022 Florida gubernatorial election, resigning from the House in August 2022 to focus on his campaign. He was defeated by incumbent governor Ron DeSantis in a landslide.
On June 7, 2023, the White House announced Crist's nomination as U.S. ambassador to the International Civil Aviation Organization, a United Nations agency; his nomination lapsed without action by the U.S. Senate, and expired at the end of the 118th Congress on January 3, 2025.

",https://en.wikipedia.org/wiki/Charlie_Crist,https://upload.wikimedia.org/wikipedia/commons/d/de/Charlie_Crist_115th_Congress_photo.jpg
Chris Van Hollen,"Christopher Van Hollen, Jr. ( van HOL-ən; born January 10, 1959) is an American attorney and politician serving as the senior United States senator from Maryland, a seat he has held since 2017. A member of the Democratic Party, he previously served as the U.S. representative for Maryland's 8th congressional district from 2003 to 2017, and as a Maryland state senator from 1995 to 2003.
In 2007, Van Hollen became the chair of the Democratic Congressional Campaign Committee (DCCC). In this post, he was responsible for leading efforts to defend vulnerable Democrats and get more Democrats elected to Congress in 2008, which he did. House Speaker Nancy Pelosi created a new leadership post, Assistant to the Speaker, in 2006 so that Van Hollen could be present at all leadership meetings. He was elected ranking member on the Budget Committee on November 17, 2010. Pelosi appointed Van Hollen to the 12-member bipartisan Committee on Deficit Reduction with a mandate for finding major budget reductions by late 2011. On October 17, 2013, Pelosi appointed Van Hollen to serve on the bicameral conference committee.
Van Hollen ran for the United States Senate in 2016 to replace retiring Senator Barbara Mikulski. He defeated U.S. Representative Donna Edwards in the Democratic primary and won the general election with 61% of the vote to Republican nominee Kathy Szeliga's 36%. He was reelected in 2022 with nearly 66% of the vote to Republican nominee Chris Chaffee's 34%. Van Hollen chaired the Democratic Senatorial Campaign Committee (DSCC) from 2017 to 2019. Van Hollen became Maryland's senior senator when Ben Cardin retired from the Senate in 2025.",https://en.wikipedia.org/wiki/Chris_Van_Hollen,https://upload.wikimedia.org/wikipedia/commons/2/2c/Chris_Van_Hollen_DNC_2008.jpg
Lou Barletta,"Louis John Barletta (born January 28, 1956) is an American businessman and politician who served as the U.S. representative for Pennsylvania's 11th congressional district from 2011 to 2019. A member of the Republican Party, he served as mayor of Hazleton, Pennsylvania, from 2000 to 2010.
As mayor, he came to prominence due to a high-profile immigration ordinance. During his tenure, he challenged longtime Democratic incumbent Paul Kanjorski of the 11th congressional district three times, eventually defeating him in 2010. Barletta was re-elected three times to serve in Congress.
In 2018, Barletta was the unsuccessful Republican nominee for the U.S. Senate, losing to Democratic incumbent Bob Casey Jr. by a 13-point margin in the general election. He also ran unsuccessfully in the 2022 Republican primary for governor of Pennsylvania, losing to Doug Mastriano.",https://en.wikipedia.org/wiki/Lou_Barletta,https://upload.wikimedia.org/wikipedia/commons/e/e1/Lou_Barletta.jpg
